,éûçè,K [ﬂC],WT [ﬂC],MG [ﬂC],SC [ﬂC],No5 [V],No6 [V],No7 [V],No8 [V],No9 [V],No10 [V],No11 [V],No12 [V]
2021/09/28,16:52:20,9.12,9.19,9.57,9.18,0,0,0,0,0,0,0,0
2021/09/28,16:52:25,9.14,9.19,9.57,9.18,0,0,0,0,0,0,0,0
2021/09/28,16:52:30,9.14,9.19,9.57,9.18,0,0,0,0,0,0,0,0
2021/09/28,16:52:35,9.14,9.19,9.58,9.18,0,0,0,0,0,0,0,0
2021/09/28,16:52:40,9.14,9.21,9.58,9.19,0,0,0,0,0,0,0,0
2021/09/28,16:52:45,9.14,9.21,9.57,9.19,0,0,0,0,0,0,0,0
2021/09/28,16:52:50,9.15,9.21,9.58,9.19,0,0,0,0,0,0,0,0
2021/09/28,16:52:55,9.15,9.21,9.58,9.19,0,0,0,0,0,0,0,0
2021/09/28,16:53:00,9.15,9.21,9.58,9.19,0,0,0,0,0,0,0,0
2021/09/28,16:53:05,9.15,9.21,9.58,9.19,0,0,0,0,0,0,0,0
2021/09/28,16:53:10,9.15,9.22,9.58,9.19,0,0,0,0,0,0,0,0
2021/09/28,16:53:15,9.15,9.22,9.58,9.21,0,0,0,0,0,0,0,0
2021/09/28,16:53:20,9.15,9.22,9.58,9.21,0,0,0,0,0,0,0,0
2021/09/28,16:53:25,9.16,9.22,9.58,9.21,0,0,0,0,0,0,0,0
2021/09/28,16:53:30,9.16,9.24,9.58,9.21,0,0,0,0,0,0,0,0
2021/09/28,16:53:35,9.15,9.24,9.58,9.21,0,0,0,0,0,0,0,0
2021/09/28,16:53:40,9.15,9.24,9.58,9.22,0,0,0,0,0,0,0,0
2021/09/28,16:53:45,9.16,9.24,9.59,9.22,0,0,0,0,0,0,0,0
2021/09/28,16:53:50,9.15,9.24,9.59,9.21,0,0,0,0,0,0,0,0
2021/09/28,16:53:55,9.15,9.25,9.59,9.22,0,0,0,0,0,0,0,0
2021/09/28,16:54:00,9.16,9.25,9.59,9.22,0,0,0,0,0,0,0,0
2021/09/28,16:54:05,9.15,9.25,9.59,9.22,0,0,0,0,0,0,0,0
2021/09/28,16:54:10,9.16,9.25,9.59,9.22,0,0,0,0,0,0,0,0
2021/09/28,16:54:15,9.16,9.25,9.59,9.22,0,0,0,0,0,0,0,0
2021/09/28,16:54:20,9.26,9.25,9.59,9.24,0,0,0,0,0,0,0,0
2021/09/28,16:54:25,9.26,9.25,9.59,9.24,0,0,0,0,0,0,0,0
2021/09/28,16:54:30,9.25,9.25,9.59,9.24,0,0,0,0,0,0,0,0
2021/09/28,16:54:35,9.26,9.26,9.61,9.22,0,0,0,0,0,0,0,0
2021/09/28,16:54:40,9.26,9.26,9.61,9.24,0,0,0,0,0,0,0,0
2021/09/28,16:54:45,9.25,9.25,9.59,9.22,0,0,0,0,0,0,0,0
2021/09/28,16:54:50,9.25,9.26,9.59,9.24,0,0,0,0,0,0,0,0
2021/09/28,16:54:55,9.25,9.25,9.59,9.24,0,0,0,0,0,0,0,0
2021/09/28,16:55:00,9.25,9.25,9.61,9.22,0,0,0,0,0,0,0,0
2021/09/28,16:55:05,9.25,9.26,9.59,9.24,0,0,0,0,0,0,0,0
2021/09/28,16:55:10,9.25,9.26,9.59,9.24,0,0,0,0,0,0,0,0
2021/09/28,16:55:15,9.25,9.36,9.7,9.32,0,0,0,0,0,0,0,0
2021/09/28,16:55:20,9.25,9.36,9.7,9.34,0,0,0,0,0,0,0,0
2021/09/28,16:55:25,9.25,9.36,9.7,9.34,0,0,0,0,0,0,0,0
2021/09/28,16:55:30,9.25,9.36,9.7,9.34,0,0,0,0,0,0,0,0
2021/09/28,16:55:35,9.24,9.36,9.7,9.32,0,0,0,0,0,0,0,0
2021/09/28,16:55:40,9.24,9.36,9.7,9.32,0,0,0,0,0,0,0,0
2021/09/28,16:55:45,9.24,9.35,9.7,9.32,0,0,0,0,0,0,0,0
2021/09/28,16:55:50,9.24,9.35,9.7,9.32,0,0,0,0,0,0,0,0
2021/09/28,16:55:55,9.32,9.36,9.7,9.34,0,0,0,0,0,0,0,0
2021/09/28,16:56:00,9.34,9.36,9.7,9.32,0,0,0,0,0,0,0,0
2021/09/28,16:56:05,9.34,9.35,9.7,9.32,0,0,0,0,0,0,0,0
2021/09/28,16:56:10,9.34,9.35,9.68,9.32,0,0,0,0,0,0,0,0
2021/09/28,16:56:15,9.32,9.35,9.68,9.32,0,0,0,0,0,0,0,0
2021/09/28,16:56:20,9.32,9.35,9.68,9.32,0,0,0,0,0,0,0,0
2021/09/28,16:56:25,9.31,9.35,9.68,9.32,0,0,0,0,0,0,0,0
2021/09/28,16:56:30,9.31,9.35,9.68,9.32,0,0,0,0,0,0,0,0
2021/09/28,16:56:35,9.31,9.35,9.68,9.32,0,0,0,0,0,0,0,0
2021/09/28,16:56:40,9.31,9.35,9.67,9.32,0,0,0,0,0,0,0,0
2021/09/28,16:56:45,9.31,9.35,9.67,9.31,0,0,0,0,0,0,0,0
2021/09/28,16:56:50,9.31,9.34,9.67,9.31,0,0,0,0,0,0,0,0
2021/09/28,16:56:55,9.28,9.44,9.77,9.41,0,0,0,0,0,0,0,0
2021/09/28,16:57:00,9.3,9.44,9.76,9.4,0,0,0,0,0,0,0,0
2021/09/28,16:57:05,9.28,9.44,9.76,9.41,0,0,0,0,0,0,0,0
2021/09/28,16:57:10,9.28,9.44,9.76,9.4,0,0,0,0,0,0,0,0
2021/09/28,16:57:15,9.27,9.42,9.76,9.4,0,0,0,0,0,0,0,0
2021/09/28,16:57:20,9.27,9.42,9.76,9.4,0,0,0,0,0,0,0,0
2021/09/28,16:57:25,9.27,9.42,9.74,9.4,0,0,0,0,0,0,0,0
2021/09/28,16:57:30,9.27,9.42,9.74,9.4,0,0,0,0,0,0,0,0
2021/09/28,16:57:35,9.25,9.42,9.74,9.4,0,0,0,0,0,0,0,0
2021/09/28,16:57:40,9.25,9.41,9.74,9.38,0,0,0,0,0,0,0,0
2021/09/28,16:57:45,9.24,9.41,9.74,9.38,0,0,0,0,0,0,0,0
2021/09/28,16:57:50,9.24,9.41,9.73,9.37,0,0,0,0,0,0,0,0
2021/09/28,16:57:55,9.24,9.41,9.73,9.37,0,0,0,0,0,0,0,0
2021/09/28,16:58:00,9.23,9.41,9.73,9.37,0,0,0,0,0,0,0,0
2021/09/28,16:58:05,9.21,9.4,9.73,9.37,0,0,0,0,0,0,0,0
2021/09/28,16:58:10,9.21,9.4,9.73,9.36,0,0,0,0,0,0,0,0
2021/09/28,16:58:15,9.21,9.4,9.71,9.36,0,0,0,0,0,0,0,0
2021/09/28,16:58:20,9.2,9.38,9.71,9.36,0,0,0,0,0,0,0,0
2021/09/28,16:58:25,9.19,9.38,9.71,9.34,0,0,0,0,0,0,0,0
2021/09/28,16:58:30,9.19,9.38,9.71,9.34,0,0,0,0,0,0,0,0
2021/09/28,16:58:35,9.16,9.37,9.7,9.34,0,0,0,0,0,0,0,0
2021/09/28,16:58:40,9.17,9.37,9.7,9.34,0,0,0,0,0,0,0,0
2021/09/28,16:58:45,9.26,9.37,9.69,9.34,0,0,0,0,0,0,0,0
2021/09/28,16:58:50,9.26,9.36,9.69,9.34,0,0,0,0,0,0,0,0
2021/09/28,16:58:55,9.25,9.36,9.69,9.33,0,0,0,0,0,0,0,0
2021/09/28,16:59:00,9.26,9.36,9.69,9.33,0,0,0,0,0,0,0,0
2021/09/28,16:59:05,9.26,9.36,9.67,9.33,0,0,0,0,0,0,0,0
2021/09/28,16:59:10,9.23,9.34,9.67,9.31,0,0,0,0,0,0,0,0
2021/09/28,16:59:15,9.23,9.34,9.66,9.31,0,0,0,0,0,0,0,0
2021/09/28,16:59:20,9.22,9.34,9.66,9.3,0,0,0,0,0,0,0,0
2021/09/28,16:59:25,9.22,9.34,9.64,9.3,0,0,0,0,0,0,0,0
2021/09/28,16:59:30,9.19,9.34,9.64,9.3,0,0,0,0,0,0,0,0
2021/09/28,16:59:35,9.19,9.34,9.64,9.3,0,0,0,0,0,0,0,0
2021/09/28,16:59:40,9.18,9.43,9.75,9.39,0,0,0,0,0,0,0,0
2021/09/28,16:59:45,9.18,9.43,9.73,9.37,0,0,0,0,0,0,0,0
2021/09/28,16:59:50,9.16,9.41,9.72,9.37,0,0,0,0,0,0,0,0
2021/09/28,16:59:55,9.16,9.41,9.72,9.37,0,0,0,0,0,0,0,0
2021/09/28,17:00:00,9.15,9.4,9.7,9.36,0,0,0,0,0,0,0,0
2021/09/28,17:00:05,9.26,9.4,9.72,9.37,0,0,0,0,0,0,0,0
2021/09/28,17:00:10,9.24,9.39,9.7,9.35,0,0,0,0,0,0,0,0
2021/09/28,17:00:15,9.22,9.39,9.69,9.35,0,0,0,0,0,0,0,0
2021/09/28,17:00:20,9.24,9.39,9.69,9.35,0,0,0,0,0,0,0,0
2021/09/28,17:00:25,9.24,9.37,9.68,9.33,0,0,0,0,0,0,0,0
2021/09/28,17:00:30,9.21,9.36,9.68,9.33,0,0,0,0,0,0,0,0
2021/09/28,17:00:35,9.19,9.36,9.66,9.32,0,0,0,0,0,0,0,0
2021/09/28,17:00:40,9.19,9.36,9.65,9.3,0,0,0,0,0,0,0,0
2021/09/28,17:00:45,9.18,9.35,9.65,9.3,0,0,0,0,0,0,0,0
2021/09/28,17:00:50,9.11,9.43,9.74,9.41,0,0,0,0,0,0,0,0
2021/09/28,17:00:55,9.15,9.43,9.74,9.39,0,0,0,0,0,0,0,0
2021/09/28,17:01:00,9.14,9.43,9.74,9.38,0,0,0,0,0,0,0,0
2021/09/28,17:01:05,9.13,9.42,9.74,9.38,0,0,0,0,0,0,0,0
2021/09/28,17:01:10,9.13,9.41,9.72,9.36,0,0,0,0,0,0,0,0
2021/09/28,17:01:15,9.1,9.41,9.72,9.36,0,0,0,0,0,0,0,0
2021/09/28,17:01:20,9.1,9.39,9.71,9.36,0,0,0,0,0,0,0,0
2021/09/28,17:01:25,9.1,9.39,9.71,9.35,0,0,0,0,0,0,0,0
2021/09/28,17:01:30,9.08,9.38,9.7,9.35,0,0,0,0,0,0,0,0
2021/09/28,17:01:35,9.07,9.36,9.68,9.35,0,0,0,0,0,0,0,0
2021/09/28,17:01:40,9.06,9.36,9.68,9.34,0,0,0,0,0,0,0,0
2021/09/28,17:01:45,9.06,9.36,9.67,9.32,0,0,0,0,0,0,0,0
2021/09/28,17:01:50,9.04,9.36,9.65,9.31,0,0,0,0,0,0,0,0
2021/09/28,17:01:55,9.04,9.35,9.64,9.3,0,0,0,0,0,0,0,0
2021/09/28,17:02:00,9.03,9.34,9.64,9.3,0,0,0,0,0,0,0,0
2021/09/28,17:02:05,9.02,9.34,9.63,9.3,0,0,0,0,0,0,0,0
2021/09/28,17:02:10,8.99,9.32,9.61,9.28,0,0,0,0,0,0,0,0
2021/09/28,17:02:15,9,9.31,9.61,9.27,0,0,0,0,0,0,0,0
2021/09/28,17:02:20,9.09,9.3,9.6,9.25,0,0,0,0,0,0,0,0
2021/09/28,17:02:25,9.06,9.3,9.6,9.25,0,0,0,0,0,0,0,0
2021/09/28,17:02:30,9.06,9.28,9.58,9.23,0,0,0,0,0,0,0,0
2021/09/28,17:02:35,9.05,9.28,9.57,9.23,0,0,0,0,0,0,0,0
2021/09/28,17:02:40,9.03,9.27,9.56,9.23,0,0,0,0,0,0,0,0
2021/09/28,17:02:45,9.03,9.25,9.56,9.21,0,0,0,0,0,0,0,0
2021/09/28,17:02:50,9.02,9.25,9.54,9.2,0,0,0,0,0,0,0,0
2021/09/28,17:02:55,9.01,9.24,9.54,9.19,0,0,0,0,0,0,0,0
2021/09/28,17:03:00,8.99,9.33,9.63,9.29,0,0,0,0,0,0,0,0
2021/09/28,17:03:05,8.98,9.31,9.63,9.27,0,0,0,0,0,0,0,0
2021/09/28,17:03:10,8.96,9.31,9.62,9.27,0,0,0,0,0,0,0,0
2021/09/28,17:03:15,8.95,9.3,9.62,9.26,0,0,0,0,0,0,0,0
2021/09/28,17:03:20,8.95,9.3,9.6,9.24,0,0,0,0,0,0,0,0
2021/09/28,17:03:25,8.94,9.29,9.59,9.24,0,0,0,0,0,0,0,0
2021/09/28,17:03:30,8.92,9.27,9.59,9.23,0,0,0,0,0,0,0,0
2021/09/28,17:03:35,8.9,9.27,9.58,9.22,0,0,0,0,0,0,0,0
2021/09/28,17:03:40,8.91,9.26,9.56,9.2,0,0,0,0,0,0,0,0
2021/09/28,17:03:45,8.9,9.26,9.55,9.19,0,0,0,0,0,0,0,0
2021/09/28,17:03:50,8.87,9.24,9.53,9.19,0,0,0,0,0,0,0,0
2021/09/28,17:03:55,8.87,9.23,9.53,9.18,0,0,0,0,0,0,0,0
2021/09/28,17:04:00,8.84,9.22,9.52,9.16,0,0,0,0,0,0,0,0
2021/09/28,17:04:05,8.83,9.22,9.51,9.16,0,0,0,0,0,0,0,0
2021/09/28,17:04:10,8.84,9.2,9.49,9.13,0,0,0,0,0,0,0,0
2021/09/28,17:04:15,8.81,9.19,9.48,9.13,0,0,0,0,0,0,0,0
2021/09/28,17:04:20,8.8,9.18,9.48,9.13,0,0,0,0,0,0,0,0
2021/09/28,17:04:25,8.79,9.16,9.47,9.11,0,0,0,0,0,0,0,0
2021/09/28,17:04:30,8.87,9.16,9.47,9.09,0,0,0,0,0,0,0,0
2021/09/28,17:04:35,8.87,9.13,9.45,9.08,0,0,0,0,0,0,0,0
2021/09/28,17:04:40,8.85,9.13,9.44,9.08,0,0,0,0,0,0,0,0
2021/09/28,17:04:45,8.83,9.12,9.44,9.08,0,0,0,0,0,0,0,0
2021/09/28,17:04:50,8.83,9.12,9.42,9.07,0,0,0,0,0,0,0,0
2021/09/28,17:04:55,8.82,9.11,9.41,9.05,0,0,0,0,0,0,0,0
2021/09/28,17:05:00,8.78,9.09,9.4,9.04,0,0,0,0,0,0,0,0
2021/09/28,17:05:05,8.73,9.08,9.38,9.02,0,0,0,0,0,0,0,0
2021/09/28,17:05:10,8.76,9.18,9.48,9.13,0,0,0,0,0,0,0,0
2021/09/28,17:05:15,8.75,9.17,9.46,9.11,0,0,0,0,0,0,0,0
2021/09/28,17:05:20,8.73,9.15,9.46,9.1,0,0,0,0,0,0,0,0
2021/09/28,17:05:25,8.82,9.14,9.44,9.08,0,0,0,0,0,0,0,0
2021/09/28,17:05:30,8.81,9.14,9.43,9.07,0,0,0,0,0,0,0,0
2021/09/28,17:05:35,8.79,9.13,9.41,9.07,0,0,0,0,0,0,0,0
2021/09/28,17:05:40,8.79,9.11,9.41,9.06,0,0,0,0,0,0,0,0
2021/09/28,17:05:45,8.78,9.1,9.4,9.04,0,0,0,0,0,0,0,0
2021/09/28,17:05:50,8.75,9.08,9.37,9.03,0,0,0,0,0,0,0,0
2021/09/28,17:05:55,8.74,9.07,9.37,9.01,0,0,0,0,0,0,0,0
2021/09/28,17:06:00,8.71,9.16,9.47,9.1,0,0,0,0,0,0,0,0
2021/09/28,17:06:05,8.7,9.14,9.46,9.09,0,0,0,0,0,0,0,0
2021/09/28,17:06:10,8.73,9.14,9.45,9.09,0,0,0,0,0,0,0,0
2021/09/28,17:06:15,8.7,9.13,9.42,9.07,0,0,0,0,0,0,0,0
2021/09/28,17:06:20,8.67,9.12,9.42,9.06,0,0,0,0,0,0,0,0
2021/09/28,17:06:25,8.67,9.1,9.41,9.06,0,0,0,0,0,0,0,0
2021/09/28,17:06:30,8.64,9.09,9.41,9.05,0,0,0,0,0,0,0,0
2021/09/28,17:06:35,8.64,9.09,9.38,9.02,0,0,0,0,0,0,0,0
2021/09/28,17:06:40,8.6,9.07,9.36,9.02,0,0,0,0,0,0,0,0
2021/09/28,17:06:45,8.6,9.06,9.35,9.01,0,0,0,0,0,0,0,0
2021/09/28,17:06:50,8.6,9.05,9.34,8.99,0,0,0,0,0,0,0,0
2021/09/28,17:06:55,8.6,9.03,9.32,8.96,0,0,0,0,0,0,0,0
2021/09/28,17:07:00,8.57,9.02,9.31,8.96,0,0,0,0,0,0,0,0
2021/09/28,17:07:05,8.56,9.01,9.31,8.95,0,0,0,0,0,0,0,0
2021/09/28,17:07:10,8.55,8.99,9.28,8.94,0,0,0,0,0,0,0,0
2021/09/28,17:07:15,8.52,8.98,9.28,8.92,0,0,0,0,0,0,0,0
2021/09/28,17:07:20,8.49,8.98,9.27,8.91,0,0,0,0,0,0,0,0
2021/09/28,17:07:25,8.61,8.95,9.27,8.9,0,0,0,0,0,0,0,0
2021/09/28,17:07:30,8.56,8.95,9.25,8.9,0,0,0,0,0,0,0,0
2021/09/28,17:07:35,8.56,8.92,9.24,8.9,0,0,0,0,0,0,0,0
2021/09/28,17:07:40,8.55,8.91,9.23,8.87,0,0,0,0,0,0,0,0
2021/09/28,17:07:45,8.55,8.91,9.2,8.85,0,0,0,0,0,0,0,0
2021/09/28,17:07:50,8.52,8.9,9.2,8.84,0,0,0,0,0,0,0,0
2021/09/28,17:07:55,8.51,8.88,9.17,8.83,0,0,0,0,0,0,0,0
2021/09/28,17:08:00,8.5,8.87,9.17,8.83,0,0,0,0,0,0,0,0
2021/09/28,17:08:05,8.48,8.96,9.26,8.9,0,0,0,0,0,0,0,0
2021/09/28,17:08:10,8.45,8.94,9.23,8.89,0,0,0,0,0,0,0,0
2021/09/28,17:08:15,8.45,8.94,9.22,8.87,0,0,0,0,0,0,0,0
2021/09/28,17:08:20,8.43,8.91,9.2,8.86,0,0,0,0,0,0,0,0
2021/09/28,17:08:25,8.51,8.9,9.19,8.84,0,0,0,0,0,0,0,0
2021/09/28,17:08:30,8.51,8.89,9.19,8.83,0,0,0,0,0,0,0,0
2021/09/28,17:08:35,8.49,8.87,9.18,8.82,0,0,0,0,0,0,0,0
2021/09/28,17:08:40,8.47,8.86,9.16,8.8,0,0,0,0,0,0,0,0
