,éûçè,K [ﬂC],WT [ﬂC],MG [ﬂC],SC [ﬂC],No5 [V],No6 [V],No7 [V],No8 [V],No9 [V],No10 [V],No11 [V],No12 [V]
2021/09/21,13:09:15,0.92,6.06,7.17,6.2,0,0,0,0,0,0,0,0
2021/09/21,13:09:20,0.94,5.91,7.01,6.05,0,0,0,0,0,0,0,0
2021/09/21,13:09:25,0.94,5.76,6.86,5.91,0,0,0,0,0,0,0,0
2021/09/21,13:09:30,0.95,5.63,6.71,5.76,0,0,0,0,0,0,0,0
2021/09/21,13:09:35,0.95,5.52,6.59,5.63,0,0,0,0,0,0,0,0
2021/09/21,13:09:40,0.95,5.39,6.48,5.52,0,0,0,0,0,0,0,0
2021/09/21,13:09:45,0.96,5.28,6.34,5.4,0,0,0,0,0,0,0,0
2021/09/21,13:09:50,0.96,5.18,6.24,5.29,0,0,0,0,0,0,0,0
2021/09/21,13:09:55,0.98,5.07,6.13,5.18,0,0,0,0,0,0,0,0
2021/09/21,13:10:00,0.98,4.97,6.01,5.07,0,0,0,0,0,0,0,0
2021/09/21,13:10:05,0.99,4.86,5.91,4.97,0,0,0,0,0,0,0,0
2021/09/21,13:10:10,1.01,4.78,5.81,4.86,0,0,0,0,0,0,0,0
2021/09/21,13:10:15,1.01,4.69,5.74,4.78,0,0,0,0,0,0,0,0
2021/09/21,13:10:20,1.01,4.61,5.68,4.68,0,0,0,0,0,0,0,0
2021/09/21,13:10:25,1.02,4.53,5.59,4.58,0,0,0,0,0,0,0,0
2021/09/21,13:10:30,1.02,4.43,5.52,4.49,0,0,0,0,0,0,0,0
2021/09/21,13:10:35,1.03,4.35,5.44,4.38,0,0,0,0,0,0,0,0
2021/09/21,13:10:40,1.03,4.27,5.37,4.24,0,0,0,0,0,0,0,0
2021/09/21,13:10:45,1.05,4.18,5.33,4.13,0,0,0,0,0,0,0,0
2021/09/21,13:10:50,1.06,4.09,5.25,3.99,0,0,0,0,0,0,0,0
2021/09/21,13:10:55,1.06,3.99,5.19,3.82,0,0,0,0,0,0,0,0
2021/09/21,13:11:00,1.08,3.88,5.12,3.66,0,0,0,0,0,0,0,0
2021/09/21,13:11:05,1.08,3.77,5.05,3.49,0,0,0,0,0,0,0,0
2021/09/21,13:11:10,1.1,3.66,4.99,3.31,0,0,0,0,0,0,0,0
2021/09/21,13:11:15,1.1,3.55,4.94,3.15,0,0,0,0,0,0,0,0
2021/09/21,13:11:20,1.1,3.42,4.87,2.99,0,0,0,0,0,0,0,0
2021/09/21,13:11:25,1.12,3.3,4.79,2.86,0,0,0,0,0,0,0,0
2021/09/21,13:11:30,1.12,3.17,4.72,2.7,0,0,0,0,0,0,0,0
2021/09/21,13:11:35,1.13,3.06,4.65,2.58,0,0,0,0,0,0,0,0
2021/09/21,13:11:40,1.14,2.94,4.58,2.48,0,0,0,0,0,0,0,0
2021/09/21,13:11:45,1.14,2.83,4.5,2.39,0,0,0,0,0,0,0,0
2021/09/21,13:11:50,1.14,2.72,4.42,2.3,0,0,0,0,0,0,0,0
2021/09/21,13:11:55,1.16,2.63,4.32,2.23,0,0,0,0,0,0,0,0
2021/09/21,13:12:00,1.16,2.54,4.23,2.15,0,0,0,0,0,0,0,0
2021/09/21,13:12:05,1.17,2.47,4.14,2.11,0,0,0,0,0,0,0,0
2021/09/21,13:12:10,1.17,2.39,4.05,2.05,0,0,0,0,0,0,0,0
2021/09/21,13:12:15,1.17,2.32,3.95,2,0,0,0,0,0,0,0,0
2021/09/21,13:12:20,1.19,2.28,3.85,1.96,0,0,0,0,0,0,0,0
2021/09/21,13:12:25,1.19,2.22,3.77,1.92,0,0,0,0,0,0,0,0
2021/09/21,13:12:30,1.2,2.16,3.69,1.89,0,0,0,0,0,0,0,0
2021/09/21,13:12:35,1.2,2.12,3.62,1.86,0,0,0,0,0,0,0,0
2021/09/21,13:12:40,1.21,2.1,3.52,1.83,0,0,0,0,0,0,0,0
2021/09/21,13:12:45,1.21,2.05,3.45,1.8,0,0,0,0,0,0,0,0
2021/09/21,13:12:50,1.23,2.03,3.4,1.78,0,0,0,0,0,0,0,0
2021/09/21,13:12:55,1.23,1.98,3.34,1.76,0,0,0,0,0,0,0,0
2021/09/21,13:13:00,1.23,1.96,3.27,1.75,0,0,0,0,0,0,0,0
2021/09/21,13:13:05,1.24,1.93,3.23,1.74,0,0,0,0,0,0,0,0
2021/09/21,13:13:10,1.24,1.92,3.17,1.72,0,0,0,0,0,0,0,0
2021/09/21,13:13:15,1.26,1.92,3.13,1.71,0,0,0,0,0,0,0,0
2021/09/21,13:13:20,1.26,1.89,3.09,1.69,0,0,0,0,0,0,0,0
2021/09/21,13:13:25,1.26,1.86,3.06,1.68,0,0,0,0,0,0,0,0
2021/09/21,13:13:30,1.27,1.85,3.02,1.67,0,0,0,0,0,0,0,0
2021/09/21,13:13:35,1.28,1.83,2.99,1.65,0,0,0,0,0,0,0,0
2021/09/21,13:13:40,1.28,1.82,2.97,1.64,0,0,0,0,0,0,0,0
2021/09/21,13:13:45,1.27,1.79,2.94,1.64,0,0,0,0,0,0,0,0
2021/09/21,13:13:50,1.28,1.78,2.91,1.62,0,0,0,0,0,0,0,0
2021/09/21,13:13:55,1.28,1.76,2.9,1.61,0,0,0,0,0,0,0,0
2021/09/21,13:14:00,1.3,1.75,2.88,1.6,0,0,0,0,0,0,0,0
2021/09/21,13:14:05,1.3,1.74,2.87,1.58,0,0,0,0,0,0,0,0
2021/09/21,13:14:10,1.3,1.74,2.86,1.58,0,0,0,0,0,0,0,0
2021/09/21,13:14:15,1.31,1.72,2.84,1.57,0,0,0,0,0,0,0,0
2021/09/21,13:14:20,1.31,1.71,2.83,1.56,0,0,0,0,0,0,0,0
2021/09/21,13:14:25,1.32,1.71,2.81,1.54,0,0,0,0,0,0,0,0
2021/09/21,13:14:30,1.32,1.68,2.8,1.54,0,0,0,0,0,0,0,0
2021/09/21,13:14:35,1.32,1.67,2.8,1.54,0,0,0,0,0,0,0,0
2021/09/21,13:14:40,1.34,1.67,2.79,1.53,0,0,0,0,0,0,0,0
2021/09/21,13:14:45,1.34,1.65,2.79,1.51,0,0,0,0,0,0,0,0
2021/09/21,13:14:50,1.34,1.64,2.77,1.51,0,0,0,0,0,0,0,0
2021/09/21,13:14:55,1.34,1.62,2.77,1.5,0,0,0,0,0,0,0,0
2021/09/21,13:15:00,1.34,1.62,2.76,1.49,0,0,0,0,0,0,0,0
2021/09/21,13:15:05,1.34,1.61,2.76,1.49,0,0,0,0,0,0,0,0
2021/09/21,13:15:10,1.34,1.6,2.76,1.47,0,0,0,0,0,0,0,0
2021/09/21,13:15:15,1.34,1.58,2.75,1.46,0,0,0,0,0,0,0,0
2021/09/21,13:15:20,1.34,1.57,2.75,1.44,0,0,0,0,0,0,0,0
2021/09/21,13:15:25,1.35,1.57,2.73,1.43,0,0,0,0,0,0,0,0
2021/09/21,13:15:30,1.35,1.56,2.73,1.43,0,0,0,0,0,0,0,0
2021/09/21,13:15:35,1.35,1.54,2.75,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:15:40,1.35,1.54,2.73,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:15:45,1.37,1.54,2.73,1.4,0,0,0,0,0,0,0,0
2021/09/21,13:15:50,1.37,1.53,2.73,1.39,0,0,0,0,0,0,0,0
2021/09/21,13:15:55,1.37,1.51,2.73,1.39,0,0,0,0,0,0,0,0
2021/09/21,13:16:00,1.37,1.5,2.73,1.38,0,0,0,0,0,0,0,0
2021/09/21,13:16:05,1.38,1.5,2.73,1.38,0,0,0,0,0,0,0,0
2021/09/21,13:16:10,1.38,1.49,2.72,1.36,0,0,0,0,0,0,0,0
2021/09/21,13:16:15,1.38,1.47,2.72,1.35,0,0,0,0,0,0,0,0
2021/09/21,13:16:20,1.5,1.47,2.72,1.35,0,0,0,0,0,0,0,0
2021/09/21,13:16:25,1.5,1.46,2.72,1.35,0,0,0,0,0,0,0,0
2021/09/21,13:16:30,1.5,1.56,2.82,1.45,0,0,0,0,0,0,0,0
2021/09/21,13:16:35,1.51,1.55,2.81,1.45,0,0,0,0,0,0,0,0
2021/09/21,13:16:40,1.51,1.53,2.81,1.45,0,0,0,0,0,0,0,0
2021/09/21,13:16:45,1.51,1.53,2.82,1.44,0,0,0,0,0,0,0,0
2021/09/21,13:16:50,1.52,1.52,2.82,1.45,0,0,0,0,0,0,0,0
2021/09/21,13:16:55,1.52,1.52,2.82,1.44,0,0,0,0,0,0,0,0
2021/09/21,13:17:00,1.52,1.5,2.81,1.44,0,0,0,0,0,0,0,0
2021/09/21,13:17:05,1.54,1.49,2.81,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:17:10,1.54,1.49,2.81,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:17:15,1.54,1.48,2.81,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:17:20,1.54,1.48,2.81,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:17:25,1.55,1.46,2.81,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:17:30,1.55,1.46,2.81,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:17:35,1.55,1.46,2.81,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:17:40,1.55,1.45,2.81,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:17:45,1.56,1.45,2.81,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:17:50,1.55,1.45,2.81,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:17:55,1.56,1.45,2.79,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:18:00,1.56,1.45,2.81,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:18:05,1.58,1.44,2.81,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:18:10,1.58,1.44,2.81,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:18:15,1.58,1.44,2.81,1.39,0,0,0,0,0,0,0,0
2021/09/21,13:18:20,1.58,1.44,2.81,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:18:25,1.58,1.42,2.81,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:18:30,1.59,1.42,2.81,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:18:35,1.59,1.42,2.81,1.39,0,0,0,0,0,0,0,0
2021/09/21,13:18:40,1.59,1.41,2.81,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:18:45,1.59,1.41,2.81,1.39,0,0,0,0,0,0,0,0
2021/09/21,13:18:50,1.59,1.41,2.81,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:18:55,1.59,1.41,2.81,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:19:00,1.59,1.41,2.82,1.39,0,0,0,0,0,0,0,0
2021/09/21,13:19:05,1.59,1.39,2.82,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:19:10,1.61,1.39,2.82,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:19:15,1.61,1.39,2.82,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:19:20,1.61,1.39,2.82,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:19:25,1.61,1.39,2.83,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:19:30,1.61,1.39,2.83,1.41,0,0,0,0,0,0,0,0
2021/09/21,13:19:35,1.62,1.39,2.83,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:19:40,1.62,1.38,2.83,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:19:45,1.62,1.39,2.83,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:19:50,1.62,1.38,2.83,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:19:55,1.63,1.39,2.85,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:20:00,1.63,1.38,2.85,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:20:05,1.63,1.38,2.85,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:20:10,1.63,1.38,2.85,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:20:15,1.63,1.38,2.85,1.44,0,0,0,0,0,0,0,0
2021/09/21,13:20:20,1.63,1.38,2.86,1.42,0,0,0,0,0,0,0,0
2021/09/21,13:20:25,1.63,1.38,2.86,1.44,0,0,0,0,0,0,0,0
2021/09/21,13:20:30,1.63,1.38,2.86,1.44,0,0,0,0,0,0,0,0
2021/09/21,13:20:35,1.63,1.38,2.86,1.44,0,0,0,0,0,0,0,0
2021/09/21,13:20:40,1.63,1.48,2.96,1.54,0,0,0,0,0,0,0,0
2021/09/21,13:20:45,1.63,1.48,2.98,1.54,0,0,0,0,0,0,0,0
2021/09/21,13:20:50,1.63,1.48,2.98,1.54,0,0,0,0,0,0,0,0
2021/09/21,13:20:55,1.63,1.48,2.98,1.54,0,0,0,0,0,0,0,0
2021/09/21,13:21:00,1.63,1.48,2.99,1.55,0,0,0,0,0,0,0,0
2021/09/21,13:21:05,1.65,1.48,2.99,1.55,0,0,0,0,0,0,0,0
2021/09/21,13:21:10,1.65,1.48,2.99,1.55,0,0,0,0,0,0,0,0
2021/09/21,13:21:15,1.66,1.48,2.99,1.55,0,0,0,0,0,0,0,0
2021/09/21,13:21:20,1.66,1.48,3,1.55,0,0,0,0,0,0,0,0
2021/09/21,13:21:25,1.66,1.5,3,1.55,0,0,0,0,0,0,0,0
2021/09/21,13:21:30,1.66,1.48,3,1.55,0,0,0,0,0,0,0,0
2021/09/21,13:21:35,1.66,1.48,3,1.55,0,0,0,0,0,0,0,0
2021/09/21,13:21:40,1.68,1.48,3,1.55,0,0,0,0,0,0,0,0
2021/09/21,13:21:45,1.66,1.48,3.02,1.55,0,0,0,0,0,0,0,0
2021/09/21,13:21:50,1.68,1.48,3.02,1.56,0,0,0,0,0,0,0,0
2021/09/21,13:21:55,1.68,1.48,3.02,1.56,0,0,0,0,0,0,0,0
2021/09/21,13:22:00,1.68,1.48,3.02,1.56,0,0,0,0,0,0,0,0
2021/09/21,13:22:05,1.68,1.5,3.03,1.56,0,0,0,0,0,0,0,0
2021/09/21,13:22:10,1.68,1.5,3.03,1.56,0,0,0,0,0,0,0,0
2021/09/21,13:22:15,1.68,1.5,3.03,1.58,0,0,0,0,0,0,0,0
2021/09/21,13:22:20,1.79,1.5,3.03,1.58,0,0,0,0,0,0,0,0
2021/09/21,13:22:25,1.79,1.5,3.05,1.58,0,0,0,0,0,0,0,0
2021/09/21,13:22:30,1.79,1.5,3.05,1.58,0,0,0,0,0,0,0,0
2021/09/21,13:22:35,1.79,1.5,3.05,1.58,0,0,0,0,0,0,0,0
2021/09/21,13:22:40,1.79,1.5,3.05,1.58,0,0,0,0,0,0,0,0
2021/09/21,13:22:45,1.8,1.51,3.06,1.59,0,0,0,0,0,0,0,0
2021/09/21,13:22:50,1.8,1.51,3.06,1.59,0,0,0,0,0,0,0,0
2021/09/21,13:22:55,1.8,1.5,3.06,1.59,0,0,0,0,0,0,0,0
2021/09/21,13:23:00,1.8,1.51,3.06,1.59,0,0,0,0,0,0,0,0
2021/09/21,13:23:05,1.8,1.51,3.07,1.59,0,0,0,0,0,0,0,0
2021/09/21,13:23:10,1.8,1.51,3.07,1.61,0,0,0,0,0,0,0,0
2021/09/21,13:23:15,1.82,1.51,3.07,1.61,0,0,0,0,0,0,0,0
2021/09/21,13:23:20,1.82,1.51,3.07,1.61,0,0,0,0,0,0,0,0
2021/09/21,13:23:25,1.82,1.51,3.09,1.61,0,0,0,0,0,0,0,0
2021/09/21,13:23:30,1.82,1.51,3.09,1.61,0,0,0,0,0,0,0,0
2021/09/21,13:23:35,1.82,1.51,3.09,1.62,0,0,0,0,0,0,0,0
2021/09/21,13:23:40,1.83,1.51,3.09,1.63,0,0,0,0,0,0,0,0
2021/09/21,13:23:45,1.83,1.52,3.09,1.63,0,0,0,0,0,0,0,0
2021/09/21,13:23:50,1.83,1.52,3.09,1.63,0,0,0,0,0,0,0,0
2021/09/21,13:23:55,1.85,1.52,3.1,1.63,0,0,0,0,0,0,0,0
2021/09/21,13:24:00,1.83,1.52,3.1,1.65,0,0,0,0,0,0,0,0
2021/09/21,13:24:05,1.85,1.52,3.1,1.65,0,0,0,0,0,0,0,0
2021/09/21,13:24:10,1.85,1.52,3.1,1.65,0,0,0,0,0,0,0,0
2021/09/21,13:24:15,1.85,1.52,3.11,1.65,0,0,0,0,0,0,0,0
2021/09/21,13:24:20,1.86,1.54,3.11,1.65,0,0,0,0,0,0,0,0
2021/09/21,13:24:25,1.85,1.54,3.11,1.66,0,0,0,0,0,0,0,0
2021/09/21,13:24:30,1.85,1.54,3.13,1.66,0,0,0,0,0,0,0,0
2021/09/21,13:24:35,1.86,1.54,3.13,1.68,0,0,0,0,0,0,0,0
2021/09/21,13:24:40,1.86,1.54,3.13,1.66,0,0,0,0,0,0,0,0
2021/09/21,13:24:45,1.87,1.55,3.13,1.66,0,0,0,0,0,0,0,0
2021/09/21,13:24:50,1.87,1.55,3.14,1.68,0,0,0,0,0,0,0,0
2021/09/21,13:24:55,1.87,1.55,3.14,1.68,0,0,0,0,0,0,0,0
2021/09/21,13:25:00,1.87,1.55,3.14,1.68,0,0,0,0,0,0,0,0
2021/09/21,13:25:05,1.87,1.55,3.14,1.69,0,0,0,0,0,0,0,0
2021/09/21,13:25:10,1.89,1.55,3.16,1.69,0,0,0,0,0,0,0,0
2021/09/21,13:25:15,1.89,1.55,3.16,1.69,0,0,0,0,0,0,0,0
2021/09/21,13:25:20,1.89,1.55,3.17,1.7,0,0,0,0,0,0,0,0
2021/09/21,13:25:25,1.9,1.55,3.17,1.7,0,0,0,0,0,0,0,0
2021/09/21,13:25:30,1.9,1.55,3.17,1.7,0,0,0,0,0,0,0,0
2021/09/21,13:25:35,1.9,1.56,3.17,1.7,0,0,0,0,0,0,0,0
2021/09/21,13:25:40,2.02,1.56,3.2,1.72,0,0,0,0,0,0,0,0
2021/09/21,13:25:45,2.02,1.56,3.18,1.72,0,0,0,0,0,0,0,0
2021/09/21,13:25:50,2.02,1.56,3.18,1.72,0,0,0,0,0,0,0,0
2021/09/21,13:25:55,2.02,1.58,3.2,1.72,0,0,0,0,0,0,0,0
2021/09/21,13:26:00,2.02,1.58,3.21,1.73,0,0,0,0,0,0,0,0
2021/09/21,13:26:05,2.02,1.59,3.21,1.73,0,0,0,0,0,0,0,0
2021/09/21,13:26:10,2.03,1.59,3.21,1.74,0,0,0,0,0,0,0,0
2021/09/21,13:26:15,2.03,1.59,3.21,1.74,0,0,0,0,0,0,0,0
2021/09/21,13:26:20,2.04,1.59,3.23,1.74,0,0,0,0,0,0,0,0
2021/09/21,13:26:25,2.03,1.59,3.23,1.74,0,0,0,0,0,0,0,0
2021/09/21,13:26:30,2.04,1.61,3.24,1.74,0,0,0,0,0,0,0,0
2021/09/21,13:26:35,2.04,1.61,3.24,1.74,0,0,0,0,0,0,0,0
2021/09/21,13:26:40,2.06,1.61,3.24,1.74,0,0,0,0,0,0,0,0
2021/09/21,13:26:45,2.06,1.62,3.25,1.76,0,0,0,0,0,0,0,0
2021/09/21,13:26:50,2.06,1.62,3.25,1.76,0,0,0,0,0,0,0,0
2021/09/21,13:26:55,2.07,1.62,3.27,1.77,0,0,0,0,0,0,0,0
2021/09/21,13:27:00,2.07,1.62,3.25,1.76,0,0,0,0,0,0,0,0
2021/09/21,13:27:05,2.09,1.62,3.25,1.76,0,0,0,0,0,0,0,0
2021/09/21,13:27:10,2.09,1.63,3.27,1.77,0,0,0,0,0,0,0,0
2021/09/21,13:27:15,2.09,1.63,3.27,1.77,0,0,0,0,0,0,0,0
2021/09/21,13:27:20,2.1,1.65,3.28,1.79,0,0,0,0,0,0,0,0
2021/09/21,13:27:25,2.1,1.65,3.28,1.79,0,0,0,0,0,0,0,0
2021/09/21,13:27:30,2.11,1.65,3.28,1.79,0,0,0,0,0,0,0,0
2021/09/21,13:27:35,2.11,1.66,3.29,1.8,0,0,0,0,0,0,0,0
2021/09/21,13:27:40,2.13,1.66,3.29,1.8,0,0,0,0,0,0,0,0
2021/09/21,13:27:45,2.13,1.68,3.31,1.81,0,0,0,0,0,0,0,0
2021/09/21,13:27:50,2.14,1.68,3.31,1.81,0,0,0,0,0,0,0,0
2021/09/21,13:27:55,2.14,1.69,3.32,1.83,0,0,0,0,0,0,0,0
2021/09/21,13:28:00,2.16,1.69,3.34,1.84,0,0,0,0,0,0,0,0
2021/09/21,13:28:05,2.16,1.69,3.34,1.84,0,0,0,0,0,0,0,0
2021/09/21,13:28:10,2.17,1.7,3.35,1.84,0,0,0,0,0,0,0,0
2021/09/21,13:28:15,2.17,1.72,3.36,1.86,0,0,0,0,0,0,0,0
2021/09/21,13:28:20,2.17,1.82,3.46,1.97,0,0,0,0,0,0,0,0
2021/09/21,13:28:25,2.18,1.82,3.46,1.98,0,0,0,0,0,0,0,0
2021/09/21,13:28:30,2.2,1.83,3.48,1.97,0,0,0,0,0,0,0,0
2021/09/21,13:28:35,2.2,1.83,3.48,1.98,0,0,0,0,0,0,0,0
2021/09/21,13:28:40,2.21,1.85,3.49,2,0,0,0,0,0,0,0,0
2021/09/21,13:28:45,2.21,1.85,3.49,2,0,0,0,0,0,0,0,0
2021/09/21,13:28:50,2.21,1.85,3.51,2,0,0,0,0,0,0,0,0
2021/09/21,13:28:55,2.22,1.85,3.51,2,0,0,0,0,0,0,0,0
2021/09/21,13:29:00,2.22,1.86,3.52,2.01,0,0,0,0,0,0,0,0
2021/09/21,13:29:05,2.22,1.86,3.52,2.03,0,0,0,0,0,0,0,0
2021/09/21,13:29:10,2.22,1.86,3.53,2.03,0,0,0,0,0,0,0,0
2021/09/21,13:29:15,2.24,1.86,3.53,2.04,0,0,0,0,0,0,0,0
2021/09/21,13:29:20,2.25,1.87,3.53,2.04,0,0,0,0,0,0,0,0
2021/09/21,13:29:25,2.24,1.89,3.55,2.04,0,0,0,0,0,0,0,0
2021/09/21,13:29:30,2.24,1.87,3.56,2.04,0,0,0,0,0,0,0,0
2021/09/21,13:29:35,2.24,1.89,3.56,2.04,0,0,0,0,0,0,0,0
2021/09/21,13:29:40,2.25,1.87,3.56,2.04,0,0,0,0,0,0,0,0
2021/09/21,13:29:45,2.27,1.89,3.56,2.04,0,0,0,0,0,0,0,0
2021/09/21,13:29:50,2.27,1.9,3.56,2.04,0,0,0,0,0,0,0,0
2021/09/21,13:29:55,2.27,1.9,3.58,2.05,0,0,0,0,0,0,0,0
2021/09/21,13:30:00,2.27,1.9,3.58,2.07,0,0,0,0,0,0,0,0
2021/09/21,13:30:05,2.28,1.9,3.58,2.07,0,0,0,0,0,0,0,0
2021/09/21,13:30:10,2.28,1.92,3.58,2.05,0,0,0,0,0,0,0,0
2021/09/21,13:30:15,2.29,1.93,3.59,2.07,0,0,0,0,0,0,0,0
2021/09/21,13:30:20,2.29,1.93,3.6,2.1,0,0,0,0,0,0,0,0
2021/09/21,13:30:25,2.29,1.93,3.6,2.1,0,0,0,0,0,0,0,0
2021/09/21,13:30:30,2.31,1.93,3.6,2.1,0,0,0,0,0,0,0,0
2021/09/21,13:30:35,2.31,1.94,3.6,2.08,0,0,0,0,0,0,0,0
2021/09/21,13:30:40,2.31,1.96,3.63,2.1,0,0,0,0,0,0,0,0
2021/09/21,13:30:45,2.31,1.94,3.63,2.11,0,0,0,0,0,0,0,0
2021/09/21,13:30:50,2.32,1.96,3.63,2.12,0,0,0,0,0,0,0,0
2021/09/21,13:30:55,2.32,1.96,3.63,2.11,0,0,0,0,0,0,0,0
2021/09/21,13:31:00,2.34,1.97,3.64,2.11,0,0,0,0,0,0,0,0
2021/09/21,13:31:05,2.32,1.96,3.63,2.11,0,0,0,0,0,0,0,0
2021/09/21,13:31:10,2.32,1.96,3.63,2.12,0,0,0,0,0,0,0,0
2021/09/21,13:31:15,2.35,1.97,3.63,2.12,0,0,0,0,0,0,0,0
2021/09/21,13:31:20,2.35,1.97,3.64,2.11,0,0,0,0,0,0,0,0
2021/09/21,13:31:25,2.34,1.98,3.66,2.14,0,0,0,0,0,0,0,0
2021/09/21,13:31:30,2.34,1.98,3.67,2.14,0,0,0,0,0,0,0,0
2021/09/21,13:31:35,2.36,1.98,3.67,2.14,0,0,0,0,0,0,0,0
2021/09/21,13:31:40,2.35,2,3.69,2.16,0,0,0,0,0,0,0,0
2021/09/21,13:31:45,2.36,2,3.69,2.16,0,0,0,0,0,0,0,0
2021/09/21,13:31:50,2.38,2.01,3.69,2.15,0,0,0,0,0,0,0,0
2021/09/21,13:31:55,2.38,2.01,3.7,2.15,0,0,0,0,0,0,0,0
2021/09/21,13:32:00,2.38,2.01,3.71,2.18,0,0,0,0,0,0,0,0
2021/09/21,13:32:05,2.38,2.03,3.71,2.19,0,0,0,0,0,0,0,0
2021/09/21,13:32:10,2.39,2.01,3.71,2.18,0,0,0,0,0,0,0,0
2021/09/21,13:32:15,2.4,2.03,3.7,2.16,0,0,0,0,0,0,0,0
2021/09/21,13:32:20,2.4,2.04,3.71,2.16,0,0,0,0,0,0,0,0
2021/09/21,13:32:25,2.39,2.03,3.73,2.19,0,0,0,0,0,0,0,0
2021/09/21,13:32:30,2.39,2.04,3.73,2.19,0,0,0,0,0,0,0,0
2021/09/21,13:32:35,2.4,2.04,3.73,2.21,0,0,0,0,0,0,0,0
2021/09/21,13:32:40,2.4,2.04,3.74,2.19,0,0,0,0,0,0,0,0
